Priority,Syslog_Timestamp,Hostname,Process,Client_IP,Proxy_IP,Port,Domain,Remote_User,Auth_User,HTTP_Access_Time,Request_Method,Request_Path,Protocol,Status_Code,Response_Size,Response_Time,Referrer,User_Agent
150,Jan 28 09:07:42,servernameabc,httpd[6362],192.168.1.29,10.0.0.9,30044,abc.example.net,-,-,28/Jan/2026:09:07:42 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,24634,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:45,servernameabc,httpd[8210],192.168.1.9,10.0.0.9,39674,abc.example.net,-,-,28/Jan/2026:09:07:45 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,56977,13,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:46,servernameabc,httpd[5031],192.168.1.45,10.0.0.7,20841,abc.example.net,-,-,28/Jan/2026:09:07:46 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,69094,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:49,servernameabc,httpd[3080],192.168.1.26,10.0.0.1,26211,abc.example.net,-,-,28/Jan/2026:09:07:49 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,48342,37,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:50,servernameabc,httpd[1596],192.168.1.50,10.0.0.2,39471,abc.example.net,-,-,28/Jan/2026:09:07:50 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,89366,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:07:52,servernameabc,httpd[6340],192.168.1.46,10.0.0.6,23867,abc.example.net,-,-,28/Jan/2026:09:07:52 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,74209,24,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:54,servernameabc,httpd[3219],192.168.1.41,10.0.0.2,45091,abc.example.net,-,-,28/Jan/2026:09:07:54 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,55266,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:07:57,servernameabc,httpd[8663],192.168.1.32,10.0.0.5,22915,abc.example.net,-,-,28/Jan/2026:09:07:57 +0530,POST,/config/.env,HTTP/1.1,403,1979849,4480,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:07:57,servernameabc,httpd[4147],192.168.1.32,10.0.0.2,47247,abc.example.net,-,-,28/Jan/2026:09:07:57 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,63698,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:00,servernameabc,httpd[2431],192.168.1.21,10.0.0.10,59846,abc.example.net,-,-,28/Jan/2026:09:08:00 +0530,PUT,/../../../../etc/shadow,HTTP/1.1,500,532029,3852,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:08:00,servernameabc,httpd[8819],192.168.1.33,10.0.0.2,49030,abc.example.net,-,-,28/Jan/2026:09:08:00 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,47990,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:01,servernameabc,httpd[4586],192.168.1.4,10.0.0.9,54510,abc.example.net,-,-,28/Jan/2026:09:08:01 +0530,PUT,/wp-admin/install.php,HTTP/1.1,404,522229,3415,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:08:01,servernameabc,httpd[3304],192.168.1.36,10.0.0.7,34575,abc.example.net,-,-,28/Jan/2026:09:08:01 +0530,PUT,/../../../../etc/shadow,HTTP/1.1,403,1650148,783,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,python-requests/2.28.1
150,Jan 28 09:08:01,servernameabc,httpd[5937],192.168.1.16,10.0.0.7,59480,abc.example.net,-,-,28/Jan/2026:09:08:01 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,65079,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:03,servernameabc,httpd[5567],192.168.1.39,10.0.0.2,46165,abc.example.net,-,-,28/Jan/2026:09:08:03 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,67418,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:04,servernameabc,httpd[6094],192.168.1.21,10.0.0.3,32735,abc.example.net,-,-,28/Jan/2026:09:08:04 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,54215,20,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:06,servernameabc,httpd[4435],192.168.1.21,10.0.0.2,12826,abc.example.net,-,-,28/Jan/2026:09:08:06 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,73359,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:08,servernameabc,httpd[2490],192.168.1.50,10.0.0.8,22676,abc.example.net,-,-,28/Jan/2026:09:08:08 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,32921,35,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:09,servernameabc,httpd[2851],192.168.1.23,10.0.0.9,48218,abc.example.net,-,-,28/Jan/2026:09:08:09 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,41599,22,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:10,servernameabc,httpd[1073],192.168.1.12,10.0.0.7,36573,abc.example.net,-,-,28/Jan/2026:09:08:10 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,302,44503,14,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:13,servernameabc,httpd[2962],192.168.1.35,10.0.0.6,59109,abc.example.net,-,-,28/Jan/2026:09:08:13 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,23737,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:15,servernameabc,httpd[2588],192.168.1.9,10.0.0.1,28583,abc.example.net,-,-,28/Jan/2026:09:08:15 +0530,POST,/../../../../etc/shadow,HTTP/1.1,403,688632,1179,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,curl/7.68.0
150,Jan 28 09:08:15,servernameabc,httpd[8359],192.168.1.40,10.0.0.3,15475,abc.example.net,-,-,28/Jan/2026:09:08:15 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,41372,30,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:18,servernameabc,httpd[5467],192.168.1.29,10.0.0.9,52732,abc.example.net,-,-,28/Jan/2026:09:08:18 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,44832,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:21,servernameabc,httpd[1787],192.168.1.35,10.0.0.9,48037,abc.example.net,-,-,28/Jan/2026:09:08:21 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,24949,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:24,servernameabc,httpd[4167],192.168.1.20,10.0.0.10,45747,abc.example.net,-,-,28/Jan/2026:09:08:24 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,61938,48,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:26,servernameabc,httpd[5889],192.168.1.30,10.0.0.6,47632,abc.example.net,-,-,28/Jan/2026:09:08:26 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,44188,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:28,servernameabc,httpd[5663],192.168.1.7,10.0.0.1,34239,abc.example.net,-,-,28/Jan/2026:09:08:28 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,66889,23,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:31,servernameabc,httpd[3083],192.168.1.45,10.0.0.3,58701,abc.example.net,-,-,28/Jan/2026:09:08:31 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,67773,18,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:34,servernameabc,httpd[1600],192.168.1.28,10.0.0.6,12837,abc.example.net,-,-,28/Jan/2026:09:08:34 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,60787,34,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:35,servernameabc,httpd[3965],192.168.1.37,10.0.0.9,11104,abc.example.net,-,-,28/Jan/2026:09:08:35 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,200,25088,13,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:36,servernameabc,httpd[2329],192.168.1.38,10.0.0.5,26576,abc.example.net,-,-,28/Jan/2026:09:08:36 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,39974,36,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:38,servernameabc,httpd[6870],192.168.1.4,10.0.0.2,41641,abc.example.net,-,-,28/Jan/2026:09:08:38 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,67772,25,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:41,servernameabc,httpd[3261],192.168.1.35,10.0.0.2,57853,abc.example.net,-,-,28/Jan/2026:09:08:41 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,81988,16,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:42,servernameabc,httpd[2064],192.168.1.2,10.0.0.7,38963,abc.example.net,-,-,28/Jan/2026:09:08:42 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,200,28354,48,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:43,servernameabc,httpd[4328],192.168.1.48,10.0.0.5,36248,abc.example.net,-,-,28/Jan/2026:09:08:43 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,48449,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:46,servernameabc,httpd[6535],192.168.1.48,10.0.0.3,47426,abc.example.net,-,-,28/Jan/2026:09:08:46 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,61743,42,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:47,servernameabc,httpd[6686],192.168.1.18,10.0.0.10,34276,abc.example.net,-,-,28/Jan/2026:09:08:47 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,302,76983,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:48,servernameabc,httpd[4880],192.168.1.7,10.0.0.7,40496,abc.example.net,-,-,28/Jan/2026:09:08:48 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,89274,10,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:08:51,servernameabc,httpd[5569],192.168.1.26,10.0.0.5,24592,abc.example.net,-,-,28/Jan/2026:09:08:51 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,86851,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:52,servernameabc,httpd[1178],192.168.1.28,10.0.0.7,20560,abc.example.net,-,-,28/Jan/2026:09:08:52 +0530,GET,/etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json,HTTP/1.1,200,22630,49,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:55,servernameabc,httpd[7542],192.168.1.21,10.0.0.7,15968,abc.example.net,-,-,28/Jan/2026:09:08:55 +0530,POST,/wp-admin/install.php,HTTP/1.1,404,1628183,3697,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,sqlmap/1.7
150,Jan 28 09:08:55,servernameabc,httpd[4332],192.168.1.4,10.0.0.6,28525,abc.example.net,-,-,28/Jan/2026:09:08:55 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,21981,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:08:57,servernameabc,httpd[4922],192.168.1.41,10.0.0.4,33365,abc.example.net,-,-,28/Jan/2026:09:08:57 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,82485,17,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:09:00,servernameabc,httpd[6641],192.168.1.43,10.0.0.4,15716,abc.example.net,-,-,28/Jan/2026:09:09:00 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,200,26500,15,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:09:02,servernameabc,httpd[4294],192.168.1.24,10.0.0.9,47125,abc.example.net,-,-,28/Jan/2026:09:09:02 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,44698,46,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:09:03,servernameabc,httpd[1830],192.168.1.28,10.0.0.10,32368,abc.example.net,-,-,28/Jan/2026:09:09:03 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/1.1,302,70448,32,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:09:04,servernameabc,httpd[2749],192.168.1.2,10.0.0.9,41095,abc.example.net,-,-,28/Jan/2026:09:09:04 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,53418,44,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:09:07,servernameabc,httpd[6418],192.168.1.43,10.0.0.9,56570,abc.example.net,-,-,28/Jan/2026:09:09:07 +0530,GET,/content/dam/company-2026/january/010_Grid.jpg,HTTP/1.1,200,67246,22,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:09:09,servernameabc,httpd[5414],192.168.1.6,10.0.0.7,29920,abc.example.net,-,-,28/Jan/2026:09:09:09 +0530,GET,/content/dam/company-2026/january/007_Grid.jpg,HTTP/1.1,302,47334,21,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/143.0.0.0
150,Jan 28 09:09:10,servernameabc,httpd[6790],192.168.1.39,10.0.0.5,43210,abc.example.net,-,-,28/Jan/2026:09:09:10 +0530,GET,/content/dam/company-2026/january/012_PR_grid.jpg,HTTP/1.1,302,79791,46,https://abc.example.com//UtxPortal/us/en/home/corporateglobal.html,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0
150,Jan 28 09:09:11,servernameabc,httpd[8807],192.168.1.37,10.0.0.10,32679,abc.example.net,-,-,28/Jan/2026:09:09:11 +0530,GET,/content/dam/company-2026/january/009_Grid.jpg,HTTP/
