"<150>Jan 28 08:59:59 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:59:59 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/manifest.json HTTP/1.1"" 302 - 1 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/extResources/chartJS/angular-chart.css HTTP/1.1"" 404 135 10 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/assets/extResources/TwitterBootstrap/css/bootstrap-grid.min.css HTTP/1.1"" 200 6025 11 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/extResources/chartJS/Chart.min.js HTTP/1.1"" 404 135 9 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/extResources/chartJS/angular-chart.js HTTP/1.1"" 404 137 8 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/assets/extResources/IE/json2_min.js HTTP/1.1"" 200 1362 9 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/polyfills.3298f5bb759abf0e.js HTTP/1.1"" 200 12464 13 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/styles.cca8e2e33010ef84.css HTTP/1.1"" 200 83977 27 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/runtime.3a4a66d8dc6c678f.js HTTP/1.1"" 200 948 10 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/assets/extResources/TwitterBootstrap/js/bootstrap_min.js HTTP/1.1"" 404 145 12 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/assets/extResources/IE/es5-shim.min.js HTTP/1.1"" 200 5379 12 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /ssom/ssomdigi/assets/extResources/internalScripts.js HTTP/1.1"" 200 716 12 ""https://abc.example.com//ssomdigi/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/7015.834d25d58e63c5f5.js HTTP/1.1"" 200 20860 13 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/uploadBanner/fetchSortedBannerDtls HTTP/1.1"" 200 797 16 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/scripts.d1d46c7430d34018.js HTTP/1.1"" 200 95741 34 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/error/404 HTTP/1.1"" 200 488 12 ""https://abc.example.com//pages/notification"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/appreciate.35e8d671379db814.png HTTP/1.1"" 200 1313 7 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/brandingImage/BRANDING/TCS_LOGO/TCS_White_2024.png HTTP/1.1"" 200 197186 25 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/rewardsEarnedIcon.ae05e264d4d03712.png HTTP/1.1"" 200 451 7 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/garnetStone.bdba596823cc4935.png HTTP/1.1"" 200 5546 7 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/error/404 HTTP/1.1"" 200 488 12 ""https://abc.example.com//pages/notification"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/gemsLogo.7a69759cecffde85.png HTTP/1.1"" 200 2278 7 ""https://abc.example.com//resources/build/styles.64ae60f42d60f662.css"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/hamburgerIcon.a9ad813372d149be.png HTTP/1.1"" 200 156 6 ""https://abc.example.com//resources/build/styles.64ae60f42d60f662.css"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/emeraldStone.6377827d34a9dce2.png HTTP/1.1"" 200 5729 7 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/resources/build/moonstoneStone.54046ffbdf483d3c.png HTTP/1.1"" 200 5557 8 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /gems/home/fetchHomeDtls HTTP/1.1"" 200 237 297 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /gems/brandingImage/BRANDING/company_LOGO/company_Red_Yellow_v1.png HTTP/1.1"" 200 5419 8 ""https://abc.example.com//pages/home"" ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:59:59 +0530] ""POST /Ess/rest/ReturnOfficeEndpoint/return_office HTTP/1.1"" 200 4661 372 ""https://abc.example.com//App/RETURN_Office"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /Ess/assets/images/header_V2/logout.png HTTP/1.1"" 200 1285 7 ""https://abc.example.com//App"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-leave.png HTTP/1.1"" 200 1217 13 ""https://abc.example.com//App/MyProfile"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-benefitsandtaxes.png HTTP/1.1"" 200 1235 13 ""https://abc.example.com//App/MyProfile"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-leave_hover.png HTTP/1.1"" 200 1235 16 ""https://abc.example.com//App/MyProfile"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /Ess/rest/ImageServer?Type=APP_MENU&Path=icon-benefitsandtaxes_hover.png HTTP/1.1"" 200 1243 18 ""https://abc.example.com//App/MyProfile"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /assets/482.gif HTTP/1.1"" 200 2311 20 ""https://mydocuments.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:08:59:59 +0530] ""POST /Ess/rest/ReturnOfficeEndpoint/return_office_worklist HTTP/1.1"" 200 996 1269 ""https://abc.example.com//App/RETURN_Office"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /PRM/rest/empAlloc HTTP/1.1"" 200 2408 20 ""https://abc.example.com//index.html?cd=1769570936055"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /LWMApp/InitiateReview/rest/convAutoRefresh HTTP/1.1"" 200 28 15 ""https://abc.example.com//InitiateReview/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /home/bootstrap-icons.bfa90bda92a84a6a.woff2?dd67030699838ea613ee6dbda90effa6 HTTP/1.1"" 200 130396 17 ""https://abc.example.com//styles.a13d3ceb6128e5ac.css"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /etc.clientlibs/myhrApps/components/structure/LandingPage/clientlib/resources/images/widgets/fav_simple.png HTTP/1.1"" 200 568 40 ""https://abc.example.com//myhr/en/loginpage/homepage.html/policyCards"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /etc.clientlibs/myhrApps/components/structure/LandingPage/clientlib/resources/images/icons/folder.png HTTP/1.1"" 200 286 29 ""https://abc.example.com//myhr/en/loginpage/homepage.html/policyCards"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /etc.clientlibs/myhrApps/components/structure/LandingPage/clientlib/resources/images/images/feedback/Subtraction%2010%20(4).svg HTTP/1.1"" 200 497 40 ""https://abc.example.com//myhr/en/loginpage/homepage.html/policyCards"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /bin/GetPoliciesByFolderId?countryId=115&folderId=197&applicabilityId=1&methodName=byFolderId HTTP/1.1"" 200 293 31 ""https://abc.example.com//myhr/en/loginpage/homepage.html/policyCards"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /bin/GetPoliciesByFolderId?countryId=115&folderId=197&applicabilityId=1&methodName=byFolderId HTTP/1.1"" 200 293 47 ""https://abc.example.com//myhr/en/loginpage/homepage.html/policyCards"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /content/UtxPortal/us/en/home/jcr:content/root/responsivegrid/companyconstants.model.tidy.json HTTP/1.1"" 200 6341 15 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /content/UtxPortal/us/en/home/jcr:content/root/responsivegrid/indexpage.model.tidy.json HTTP/1.1"" 200 4751 34 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /content/dam/UtxPortal/Applications.png HTTP/1.1"" 200 136004 8 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /content/dam/UtxPortal/SearchBar.png HTTP/1.1"" 200 106822 6 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /content/dam/UtxPortal/Services.png HTTP/1.1"" 200 105550 6 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /etc.clientlibs/UtxPortal/clientlibs/clientlib-angular18.4.0/resources/assets/fonts/roboto-v19-latin-regular.ttf HTTP/1.1"" 200 20549 7 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /bin/getAngRelease HTTP/1.1"" 200 56 8 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /UtxApps/rest/getAlerts HTTP/1.1"" 200 1241 11 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 37 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /content/dam/utxMobile/sprite_updated-v.17.2.1.png HTTP/1.1"" 200 54451 6 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /srs/assets/company_logo.png HTTP/1.1"" 200 10294 41 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /srs/assets/office_logo.svg HTTP/1.1"" 200 2758 60 ""https://abc.example.com//"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /utxHomeApp/errorLogging HTTP/1.1"" 200 25 18 ""https://abc.example.com//UtxPortal/us/en/home/megamenu.html"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /timesheet/ServiceGateway/service HTTP/1.1"" 200 128 13 ""https://abc.example.com//Login/goBackToTSApproval?menuID=2"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /timesheet/resources/css/modules/tsApproval/images/calender_icon.png HTTP/1.1"" 200 1073 7 ""https://abc.example.com//Login/goBackToTSApproval?menuID=2"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
<182>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 - - [28/Jan/2026:09:00:00 +0530] "GET /login/js/Modified/mdb.min.js HTTP/1.1" 200 80 63806
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""POST /ea_portal/home/rest/setHistoryColumns HTTP/1.1"" 200 30 24 ""https://abc.example.com//home/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
"<150>Jan 28 09:00:00 servernameabc httpd[12345]: 0.0.0.0 0.1.0.1 12345 abc.example.net - - [28/Jan/2026:09:00:00 +0530] ""GET /companyWidgets/rest/helperController/?data=%7B%22AppName%22%3A%22SPEED%22%7D&callback=helperSuccess&_=1769570999434 HTTP/1.1"" 200 433 17 ""https://speed.company.net/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36"""
